provincia,partido,localidad,poblacion,adsl,cable_modem,dial_up,fibra_opt,satelital,wireless,telefonia_fija,3g,4g,link,latitud,longitud
Buenos Aires,General Pinto,Gunther,23,NO,NO,NO,NO,NO,NO,NO,SI,NO,6351035,-34.5994995308259,-61.9164989081536
Buenos Aires,General Pinto,Villa Francia (Est. Coronel Granada),1176,NO,NO,NO,SI,SI,NO,SI,NO,SI,6351040,-34.7913160212074,-62.2011090686366
Buenos Aires,General Pinto,Villa Roth (Est. Ingeniero Balbín),38,NO,NO,NO,NO,NO,NO,NO,NO,NO,6351050,-34.5798302278832,-62.1710489234118
Buenos Aires,General Pueyrredón,Barrio Colinas Verdes,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6351020,-37.8931024789245,-57.8261645643114
Buenos Aires,General Pueyrredón,Barrio El Boquerón,509,NO,NO,NO,NO,NO,SI,NO,NO,SI,6357020,-38.0297229162982,-57.7995485049706
Buenos Aires,General Pueyrredón,Barrio El Casal,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6357110,-37.8324145231571,-57.6311155465986
Buenos Aires,General Pueyrredón,Barrio El Coyunco,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,6357110,-37.9050810135269,-57.7391824086455
Buenos Aires,General Pueyrredón,Barrio La Gloria,415,NO,NO,NO,NO,NO,SI,NO,SI,SI,6357050,-37.9068268303117,-57.7858860640391
Buenos Aires,General Pueyrredón,Barrio Santa Paula,644,NO,NO,NO,SI,SI,SI,NO,SI,SI,6357060,-37.9317157840639,-57.683162032898
Buenos Aires,General Pueyrredón,Batán,10152,SI,NO,NO,SI,SI,SI,SI,SI,SI,6357070,-38.0086211557001,-57.7085500402678
Buenos Aires,General Pueyrredón,Camet,0,SI,NO,NO,SI,NO,SI,SI,SI,SI,6357090,-37.9130763908367,-57.552463851894
Entre Rios,Colón,Hocker,98,NO,NO,NO,NO,NO,SI,NO,NO,SI,30008100,-32.0874958453901,-58.3417058444451
Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,42663,SI,SI,SI,SI,NO,SI,SI,SI,SI,6515010,-34.4790933125467,-58.6989741628196
Buenos Aires,Malvinas Argentinas,Los Polvorines,59169,SI,SI,SI,SI,SI,SI,SI,SI,SI,6515010,-34.5078746726212,-58.7013439131882
Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,408,NO,SI,NO,SI,NO,SI,NO,NO,NO,6515010,-34.5078746726212,-58.7013439131882
Buenos Aires,Malvinas Argentinas,Tortuguitas,45901,SI,SI,NO,SI,NO,NO,SI,SI,SI,6515010,-34.4746661471823,-58.7513344097631
Buenos Aires,Malvinas Argentinas,Villa De Mayo,48136,SI,SI,SI,SI,NO,SI,SI,SI,SI,6515010,-34.5061507591135,-58.6793063506777
Buenos Aires,Mar Chiquita,Atlantida,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.8505519250944,-57.5134595632837
Buenos Aires,Mar Chiquita,Camet Norte,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.8224325083139,-57.4974692762018
Buenos Aires,Mar Chiquita,Coronel Vidal,6611,SI,SI,NO,SI,NO,SI,SI,SI,SI,6518010,-37.452214188593,-57.7299500229319
Buenos Aires,Mar Chiquita,Frente Mar,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.857770246553,-57.5154242437478
Buenos Aires,San Miguel,San Miguel,171913,SI,SI,SI,SI,SI,SI,SI,SI,SI,6760010,-34.5536228677773,-58.7347875195953
Buenos Aires,San Nicolás,Campos Salles,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6763010,-33.4010837029564,-60.2846972878391
Buenos Aires,San Nicolás,Conesa,2066,SI,NO,NO,NO,SI,NO,SI,SI,SI,6763010,-33.5962124822607,-60.3541264450858
Buenos Aires,San Nicolás,Erézcano,434,NO,NO,NO,NO,NO,SI,NO,NO,NO,6763020,-33.5232449410318,-60.3174454958625
Buenos Aires,San Nicolás,General Rojo,2464,NO,NO,NO,SI,SI,NO,SI,SI,SI,6763030,-33.4758683523604,-60.2874270636731
Buenos Aires,San Nicolás,La Emilia,5325,NO,NO,NO,NO,NO,NO,NO,SI,SI,6763040,-33.3514852802661,-60.3139573529074
Buenos Aires,San Nicolás,San Nicolás De Los Arroyos,133602,SI,SI,SI,SI,SI,SI,SI,SI,SI,6763050,-33.3487082868277,-60.231333927581
Buenos Aires,San Nicolás,Villa Campi,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,6763010,-33.3599587304228,-60.3000892882903
Buenos Aires,San Nicolás,Villa Canto,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6763010,-33.3708479748,-60.2954116362263
Buenos Aires,San Nicolás,Villa Esperanza,386,NO,NO,NO,NO,NO,NO,NO,NO,NO,6763060,-33.422326147095,-60.2605874904382
Buenos Aires,San Nicolás,Villa Riccio,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6763010,-33.3630498059477,-60.2953990898749
Buenos Aires,San Pedro,Gobernador Castro,2607,NO,NO,NO,NO,NO,NO,NO,SI,SI,6770010,-33.6605787290919,-59.8663408291494
Buenos Aires,San Pedro,Ingeniero Moneta,20,NO,NO,NO,NO,NO,NO,NO,NO,NO,6770015,-33.9314631330704,-59.7482330053997
Buenos Aires,San Pedro,Obligado,261,NO,NO,NO,NO,NO,NO,NO,NO,SI,6770020,-33.5965558617631,-59.8199792397796
Buenos Aires,San Pedro,Pueblo Doyle,528,NO,NO,NO,NO,NO,NO,NO,NO,NO,6770030,-33.9050057189811,-59.8187532271261
Buenos Aires,San Pedro,Río Tala,1814,NO,NO,NO,SI,NO,NO,NO,SI,SI,6770040,-33.769589927701,-59.6383708591324
Buenos Aires,San Pedro,San Pedro,47452,SI,SI,NO,SI,SI,SI,SI,SI,SI,6770050,-33.6791252253366,-59.6668951027895
Buenos Aires,San Pedro,Santa Lucía,2360,NO,NO,NO,SI,SI,NO,SI,SI,SI,6770060,-33.8794559527188,-59.8753284459435
Buenos Aires,San Vicente,Alejandro Korn,34760,SI,SI,SI,SI,NO,SI,SI,SI,SI,6778020,-35.0135125285778,-58.3865346894091
Buenos Aires,San Vicente,Domselaar,0,NO,SI,NO,NO,NO,SI,SI,SI,SI,6778020,-35.048692550243,-58.3145745868708
Buenos Aires,San Vicente,San Vicente,23405,SI,SI,SI,SI,NO,SI,SI,SI,SI,6778020,-35.010404143813,-58.4699705982043
Buenos Aires,Suipacha,General Rivas,478,SI,NO,NO,NO,NO,SI,SI,NO,SI,6784010,-34.6100370680434,-59.7504234207746
Buenos Aires,Suipacha,Suipacha,8403,SI,NO,SI,SI,NO,SI,SI,SI,SI,6784020,-34.7712617839883,-59.6879181821818
Buenos Aires,Tandil,De La Canal,57,NO,NO,NO,NO,NO,SI,NO,NO,NO,6791010,-37.1293125663244,-59.105380206456
Caba,COMUNA 04,Parque Patricios,40985,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6375496406835,-58.4016756206755
Chubut,Gaiman,Gaiman,4730,SI,NO,SI,SI,SI,NO,SI,SI,SI,26042030,-43.288807480447,-65.4924135000744
Chubut,Gastre,Blancuntre,82,NO,NO,NO,NO,SI,NO,SI,NO,NO,26049010,-42.5683892291525,-68.9190916237139
Chubut,Gastre,El Escorial,89,NO,NO,NO,NO,SI,NO,SI,NO,NO,26049020,-43.098070041959,-68.5596033354947
Chubut,Gastre,Gastre,602,NO,NO,NO,NO,NO,SI,SI,NO,SI,26049030,-42.2656204565429,-69.2210978977662
Chubut,Gastre,Lagunita Salada,129,NO,NO,NO,NO,SI,SI,SI,NO,NO,26049040,-42.7167792838299,-69.1884723935703
Chubut,Gastre,Yala Laubat,37,NO,NO,NO,NO,SI,NO,NO,NO,NO,26049050,-42.7671354457615,-68.875421794475
Chubut,Languiñeo,Aldea Epulef,247,NO,NO,NO,NO,SI,SI,SI,NO,NO,26056010,-43.2341165952859,-69.7112937770404
Chubut,Languiñeo,Carrenleufú,317,NO,NO,NO,NO,SI,NO,SI,NO,NO,26056020,-43.5856885437306,-71.7009020245021
Entre Rios,Colón,Hocker,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,30008100,-32.0874958453901,-58.3417058444451
Caba,COMUNA 10,Monte Castro,33623,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6192974826904,-58.5065803391285
Cordoba,Río Cuarto,Coronel Moldes,9005,SI,NO,NO,NO,NO,NO,SI,SI,SI,14098100,-33.6230868735031,-64.5971033510391
Cordoba,Río Cuarto,Elena,2985,SI,NO,NO,SI,NO,SI,SI,SI,SI,14098110,-32.5720684109952,-64.3929518423935
Cordoba,Río Cuarto,La Carolina,165,SI,NO,NO,NO,SI,SI,SI,SI,NO,14098120,-33.1868433713045,-64.7251129655857
Cordoba,Río Cuarto,La Cautiva,969,NO,NO,NO,NO,NO,NO,SI,NO,SI,14098130,-33.97859138783,-64.0842989461185
Cordoba,Río Cuarto,La Gilda,101,NO,NO,NO,NO,NO,NO,NO,NO,NO,14098140,-33.2082959166527,-64.2584448995097
Cordoba,Río Cuarto,Las Acequias,2201,SI,NO,NO,SI,NO,NO,SI,SI,SI,14098150,-33.2822486969948,-63.9758763865889
Caba,COMUNA 13,Belgrano,126831,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5548815240237,-58.4502890947349
Chubut,Languiñeo,Colan Conhue,262,NO,NO,NO,NO,SI,SI,SI,NO,NO,26056030,-43.2425977048335,-69.9302181856069
Chubut,Languiñeo,Paso Del Sapo,472,NO,NO,NO,NO,SI,SI,SI,NO,NO,26056040,-42.7371109950872,-69.6110020875554
Chubut,Languiñeo,Tecka,1237,NO,NO,NO,NO,SI,NO,SI,NO,NO,26056050,-43.4935820815258,-70.8135608321009
Chubut,Mártires,El Mirasol,57,NO,NO,NO,NO,SI,NO,NO,NO,NO,26063010,-43.2852932712541,-67.7603113819649
Chubut,Mártires,Las Plumas,480,NO,NO,NO,NO,SI,NO,SI,NO,NO,26063020,-43.7223979636171,-67.2869956666141
Chubut,Paso de Indios,Cerro Cóndor,67,NO,SI,NO,NO,SI,NO,SI,NO,NO,26070010,-43.4233198653988,-69.1640923476749
Chubut,Paso de Indios,Los Altares,230,NO,NO,NO,NO,SI,SI,SI,NO,NO,26070020,-43.8711929981581,-68.4301168776514
Chubut,Paso de Indios,Paso De Indios,1264,NO,NO,NO,NO,SI,NO,SI,NO,SI,26070030,-43.8663054117658,-69.0448870902309
Chubut,Rawson,Playa Magagna,76,NO,SI,NO,NO,NO,SI,NO,NO,NO,26077010,-43.3821208618862,-65.0449325683674
Buenos Aires,Bragado,Bragado,33222,SI,SI,SI,SI,NO,SI,SI,SI,SI,6112010,-35.118942299763,-60.4879147568209
Buenos Aires,Bragado,Comodoro Py,634,NO,NO,NO,SI,NO,SI,NO,SI,SI,6112020,-35.3233100374631,-60.5217314911689
Buenos Aires,Bragado,General O'Brien,2488,SI,NO,NO,SI,NO,SI,SI,SI,SI,6112030,-34.9067979091956,-60.7597838238054
Buenos Aires,Bragado,Irala,400,NO,SI,NO,NO,NO,SI,SI,NO,SI,6112040,-34.7718230311122,-60.6916912010278
Buenos Aires,Bragado,La Limpia,38,NO,NO,NO,NO,NO,NO,NO,NO,NO,6112050,-35.0797272650156,-60.5928546665185
Buenos Aires,Bragado,Máximo Fernández (Est. Juan F. Salaberry),4,NO,NO,NO,NO,NO,NO,NO,NO,NO,6112060,-35.0615246745825,-60.7060741424473
Buenos Aires,Bragado,Mechita (Est. Mecha),1414,SI,SI,NO,NO,NO,SI,NO,NO,NO,6112070,-35.0699378566803,-60.4084937925362
Buenos Aires,Bragado,Olascoaga,127,NO,NO,NO,NO,NO,SI,NO,NO,NO,6112080,-35.2375277927366,-60.6115341696178
Buenos Aires,Bragado,Warnes,437,SI,NO,NO,NO,NO,SI,NO,NO,NO,6112090,-34.9098734445057,-60.5381681629003
Buenos Aires,Brandsen,Altamirano,215,NO,NO,NO,NO,NO,NO,SI,NO,SI,6119010,-35.3615828022139,-58.1504868159157
Buenos Aires,Brandsen,Barrio El Mirador,226,NO,NO,NO,NO,NO,NO,NO,SI,SI,6119015,-35.3145370547125,-58.0484420796345
Buenos Aires,Brandsen,Barrio Las Golondrinas,383,NO,NO,NO,NO,NO,NO,NO,SI,SI,6119020,-35.0335777783556,-58.1935382681817
Buenos Aires,Brandsen,Barrio Los Bosquecitos,124,NO,NO,NO,NO,NO,NO,NO,NO,NO,6119030,-35.1050389949725,-58.1835007859607
Buenos Aires,Brandsen,Barrio Parque Las Acacias,229,NO,NO,NO,NO,NO,NO,NO,NO,NO,6119040,-35.1030329461442,-58.2730405375653
Buenos Aires,Brandsen,Campos De Roca,234,NO,NO,NO,NO,NO,NO,NO,SI,SI,6119045,-35.1149772603157,-58.0953896541907
Buenos Aires,Brandsen,Club De Campo Las Malvinas,4,NO,NO,NO,NO,NO,NO,NO,NO,NO,6119055,-35.2139978115731,-58.2433030920635
Entre Rios,Paraná,Pueblo Moreno,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30084070,-31.5884913847857,-60.0648929343735
Rio Negro,General Roca,Barrio Unión,106,NO,NO,NO,NO,NO,SI,NO,NO,NO,62042350,-38.979186876102,-67.941976373184
Buenos Aires,Brandsen,Coronel Brandsen,19877,SI,SI,NO,SI,NO,SI,SI,SI,SI,6119050,-35.1690983002919,-58.2373529446643
Buenos Aires,Brandsen,Gómez,362,NO,NO,NO,NO,NO,NO,SI,NO,SI,6119060,-35.0693655332834,-58.1656899882306
Buenos Aires,Brandsen,Jeppener,2496,SI,NO,NO,SI,NO,NO,SI,SI,SI,6119070,-35.2802043920968,-58.1996649431989
Buenos Aires,Brandsen,Oliden,183,NO,NO,NO,NO,NO,NO,SI,NO,SI,6119080,-35.1842584334678,-57.9479623248001
Buenos Aires,Brandsen,Posada De Los Lagos,15,NO,NO,NO,NO,NO,NO,NO,SI,SI,6119085,-35.1499383981993,-58.0504528667351
Buenos Aires,Brandsen,Samborombón,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,6119090,-35.2206242719966,-58.2805297949826
Buenos Aires,Campana,Alto Los Cardales,1983,NO,NO,NO,SI,NO,SI,NO,SI,SI,6126010,-34.3160243688815,-58.9784574815339
Buenos Aires,Campana,Barrio Los Pioneros,1823,NO,NO,NO,NO,NO,SI,NO,SI,SI,6126020,-34.2530406367633,-58.9584400368589
Buenos Aires,Campana,Campana,86860,SI,SI,SI,SI,SI,SI,SI,SI,SI,6126030,-34.1639618118269,-58.9588741035355
Buenos Aires,Campana,Chacras Del Río Luján,1621,NO,NO,NO,NO,NO,SI,NO,SI,SI,6126035,-34.2934153226239,-58.921199044246
Buenos Aires,Campana,Lomas Del Río Luján (Est. Río Luján),261,NO,SI,NO,NO,NO,NO,NO,SI,SI,6126040,-34.2816770641806,-58.8911906524052
Buenos Aires,General Rodríguez,General Rodríguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030,-34.6079239021063,-58.950282039134
Buenos Aires,General San Martín,Barrio Parque General San Martin,421,NO,NO,SI,SI,NO,SI,SI,NO,SI,6371010,-34.5673433766504,-58.5843112459936
Buenos Aires,General San Martín,Billinghurst,19664,SI,SI,NO,SI,NO,NO,SI,SI,SI,6371010,-34.5751071711249,-58.5745828938046
Buenos Aires,General San Martín,Ciudad Del Libertador General San Martin,29180,SI,SI,NO,SI,SI,SI,SI,SI,SI,6371010,-34.5796986848297,-58.5420144816587
Buenos Aires,General San Martín,Ciudad Jardin El Libertador,63479,NO,SI,NO,NO,NO,NO,SI,SI,SI,6371010,-34.5416520781805,-58.5959093634496
Buenos Aires,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,NO,SI,NO,NO,NO,NO,NO,SI,SI,6371010,-34.5646397095177,-58.5922548425316
Buenos Aires,General San Martín,Villa Ayacucho,3939,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5904132636755,-58.5530430923958
Buenos Aires,General San Martín,Villa Ballester,36272,SI,SI,SI,SI,NO,SI,SI,SI,SI,6371010,-34.5422846822324,-58.5583177179822
Buenos Aires,General San Martín,Villa Bernardo Monteagudo,8519,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5905899097986,-58.5396606594168
Buenos Aires,General San Martín,Villa Chacabuco,5179,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5796744853293,-58.523036970803
Buenos Aires,General San Martín,Villa Coronel Jose M. Zapiola,22369,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5595169115142,-58.5772769308184
Buenos Aires,General San Martín,Villa General Antonio J. De Sucre,6311,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5470506011052,-58.5694391894093
Buenos Aires,General San Martín,Villa General Eugenio Necochea,29982,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.51253320696,-58.5801478288493
Buenos Aires,General San Martín,Villa General Jose Tomas Guido,18828,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.553116323608,-58.5669976603922
Buenos Aires,General San Martín,Villa General Juan G. Las Heras,11866,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5612567076697,-58.5553936643491
Buenos Aires,General San Martín,Villa Godoy Cruz,6116,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5433989252454,-58.5755928423118
Buenos Aires,General San Martín,Villa Granaderos De San Martín,21113,NO,SI,NO,SI,NO,SI,NO,SI,SI,6371010,-34.5507646909435,-58.5284854572959
Buenos Aires,General San Martín,Villa Gregoria Matorras,16376,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5383846467918,-58.5491721010066
Buenos Aires,General San Martín,Villa José León Suarez,16173,SI,SI,NO,SI,NO,SI,SI,SI,SI,6371010,-34.5253711653351,-58.5802550661988
Buenos Aires,Mercedes,Gowland,1738,NO,NO,NO,SI,NO,SI,NO,SI,SI,6532010,-34.652429281715,-59.3523186300108
Buenos Aires,Mercedes,Jorge Born,191,NO,NO,NO,NO,NO,SI,NO,NO,NO,6532030,-34.69896,-59.31944
Buenos Aires,Mercedes,Mercedes,56116,SI,SI,SI,SI,SI,SI,SI,SI,SI,6532020,-34.6521715354886,-59.4295981722689
Buenos Aires,Mercedes,Tomás Jofré,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6532020,-34.698955554941,-59.3194428313109
Buenos Aires,Merlo,Libertad,112806,SI,SI,SI,SI,SI,SI,SI,SI,SI,6539010,-34.7085422423529,-58.6795867252566
Buenos Aires,Merlo,Mariano Acosta,60717,SI,SI,NO,SI,NO,SI,SI,SI,SI,6539010,-34.7154808073462,-58.7976740413845
Buenos Aires,Merlo,Merlo,274130,SI,SI,SI,SI,NO,SI,SI,SI,SI,6539010,-34.6823277014068,-58.7436432079669
Buenos Aires,Merlo,Pontevedra,37628,SI,SI,SI,SI,NO,SI,SI,SI,SI,6539010,-34.7467959489481,-58.7060431536772
Buenos Aires,Merlo,San Antonio De Padua,42377,SI,SI,SI,SI,NO,SI,SI,SI,SI,6539010,-34.6698581359268,-58.697930436646
Buenos Aires,Monte,Abbott,603,NO,NO,NO,SI,SI,SI,SI,SI,SI,6547010,-35.2825062106661,-58.8042619084922
Buenos Aires,Monte,San Miguel Del Monte (Est. Monte),17005,SI,SI,SI,SI,NO,SI,SI,SI,SI,6547020,-35.4391643240479,-58.8094598355672
Buenos Aires,Monte,Zenón Videla Dorna,76,NO,NO,NO,NO,NO,NO,NO,NO,SI,6547030,-35.5447734044526,-58.8855911917932
Buenos Aires,Monte Hermoso,Balneario Sauce Grande,118,SI,NO,NO,SI,NO,NO,SI,SI,SI,6553010,-38.995357691335,-61.2152015930805
Buenos Aires,Monte Hermoso,Monte Hermoso,6351,SI,NO,NO,SI,NO,NO,SI,SI,SI,6553020,-38.9815065384254,-61.3005457486605
Buenos Aires,Moreno,Cuartel V,45231,NO,SI,SI,SI,NO,SI,SI,SI,SI,6560010,-34.5586595722532,-58.8163010886698
Buenos Aires,Moreno,Francisco Alvarez,27954,SI,SI,SI,SI,NO,SI,SI,SI,SI,6560010,-34.6073137077479,-58.859942785434
Buenos Aires,Tigre,Don Torcuato Este,38359,SI,SI,SI,SI,NO,SI,SI,SI,SI,6805010,-34.4869370480479,-58.6159410299812
Buenos Aires,Tigre,Don Torcuato Oeste,42873,NO,NO,NO,NO,NO,SI,NO,SI,SI,6805010,-34.5035354582885,-58.6275286549289
Buenos Aires,Tigre,El Talar,54374,SI,SI,NO,SI,SI,SI,SI,SI,SI,6805010,-34.4713213368481,-58.6570301927479
Buenos Aires,Tigre,General Pacheco,54208,SI,SI,NO,SI,SI,SI,SI,SI,SI,6805010,-34.4523088119909,-58.6448936162046
Buenos Aires,Tigre,Los Troncos Del Talar,37016,SI,SI,NO,SI,SI,NO,SI,SI,SI,6805010,-34.4425672031974,-58.6174364127772
Buenos Aires,Tigre,Nordelta,0,NO,SI,NO,SI,NO,NO,SI,SI,SI,6805010,-34.4065916,-58.6712671
Rio Negro,Ñorquincó,Mamuel Choique,243,NO,NO,NO,SI,NO,NO,SI,NO,NO,62056020,-41.7698416427745,-70.1708632216436
Rio Negro,Ñorquincó,Ñorquincó,565,NO,NO,NO,NO,SI,NO,SI,NO,NO,62056030,-41.843448611748,-70.8943932149944
Rio Negro,Ñorquincó,Ojos De Agua,69,NO,NO,NO,NO,NO,NO,SI,NO,NO,62056040,-41.534892227381,-69.854645970072
Buenos Aires,Tigre,Ricardo Rojas,24410,SI,SI,NO,SI,NO,NO,SI,SI,SI,6805010,-34.4563339674448,-58.6806670320976
Buenos Aires,Tigre,Rincón De Milberg,34588,SI,SI,NO,SI,NO,SI,SI,SI,SI,6805010,-34.4097532043357,-58.6304827023614
Buenos Aires,Tigre,Tigre,38954,SI,SI,NO,SI,SI,SI,SI,SI,SI,6805010,-34.4266925110065,-58.5779717541318
Buenos Aires,Tordillo,General Conesa,1302,SI,SI,NO,NO,NO,SI,SI,SI,SI,6812010,-36.5208587437818,-57.3249371025508
Buenos Aires,Tordillo,Villa Roch,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6812010,-36.4735206430311,-57.3384090004103
Buenos Aires,Tornquist,Chasicó,203,NO,NO,NO,NO,NO,NO,SI,NO,NO,6819010,-38.3352258409739,-62.6424099899733
Buenos Aires,Tornquist,Saldungaray,1351,SI,NO,NO,NO,NO,NO,SI,SI,SI,6819020,-38.2028131038038,-61.7678925154653
Buenos Aires,Tornquist,Sierra De La Ventana,2165,NO,SI,NO,SI,NO,NO,SI,SI,SI,6819030,-38.1366716139365,-61.7956860399239
Rio Negro,Ñorquincó,Río Chico (Est. Cerro Mesa),282,NO,NO,NO,NO,SI,NO,SI,NO,NO,62056050,-41.7167227835394,-70.4710839014636
Rio Negro,Pichi Mahuida,Barrio Esperanza,67,NO,NO,NO,SI,NO,NO,NO,NO,NO,62063005,-39.041876855319,-63.9985907357656
Buenos Aires,Cañuelas,Alejandro Petión,2759,SI,SI,SI,NO,NO,SI,SI,SI,SI,6134010,-34.9793768508134,-58.6749430768989
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,7165,NO,NO,NO,NO,NO,SI,NO,SI,SI,6134030,-34.9364563092157,-58.6143957995956
Buenos Aires,Cañuelas,Barrio El Taladro,155,NO,NO,NO,NO,NO,SI,NO,NO,SI,6134020,-35.0742486164225,-58.8632420603475
Buenos Aires,Cañuelas,Cañuelas,29974,SI,SI,SI,SI,SI,SI,SI,SI,SI,6134030,-35.0527140350539,-58.7583856965375
Buenos Aires,Cañuelas,Gobernador Udaondo,330,NO,NO,NO,NO,NO,SI,NO,NO,SI,6134040,-35.3003271130454,-58.5943053657455
Buenos Aires,Cañuelas,Máximo Paz,7165,NO,SI,NO,SI,NO,SI,NO,NO,NO,6134050,-34.9364563092157,-58.6143957995956
Buenos Aires,Cañuelas,Santa Rosa,5297,NO,NO,NO,NO,SI,SI,NO,SI,SI,6134060,-34.9611839371811,-58.7308918275978
Buenos Aires,Cañuelas,Uribelarrea,1282,SI,NO,NO,SI,NO,SI,SI,SI,SI,6134070,-35.1227364407356,-58.8904871463421
Buenos Aires,Cañuelas,Vicente Casares,787,SI,NO,SI,NO,NO,SI,SI,SI,SI,6134080,-34.9653526702416,-58.6504979594296
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,13088,SI,SI,NO,SI,NO,SI,SI,SI,SI,6140010,-34.1723674255219,-59.789349139091
Buenos Aires,Capitán Sarmiento,La Luisa,230,NO,NO,NO,NO,NO,SI,NO,NO,NO,6140020,-34.1285572110784,-59.9240058312679
Buenos Aires,Carlos Casares,Bellocq,542,NO,NO,SI,NO,NO,NO,SI,NO,NO,6147010,-35.9189705554631,-61.5312630222769
Buenos Aires,General San Martín,Villa Juan Martín De Pueyrredon,18082,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5474839124216,-58.5750972559389
Buenos Aires,General San Martín,Villa Libertad,14404,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5846960052521,-58.5623334028073
Buenos Aires,General San Martín,Villa Lynch,4097,SI,SI,NO,SI,NO,NO,SI,SI,SI,6371010,-34.590146441043,-58.5234377223288
Buenos Aires,General San Martín,Villa Maipu,25120,SI,SI,NO,SI,NO,SI,SI,SI,SI,6371010,-34.5682131696117,-58.5245451491949
Buenos Aires,General San Martín,Villa Marqués Alejandro María De Aguado,13440,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5551356608044,-58.5383771255925
Buenos Aires,General San Martín,Villa Parque Pres Figueroa Alcorta,3762,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5939487574993,-58.5321739553925
Buenos Aires,General San Martín,Villa Parque San Lorenzo,4567,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5618730613851,-58.5336624494541
Buenos Aires,General San Martín,Villa San Andrés,10018,SI,SI,NO,SI,NO,SI,SI,SI,SI,6371010,-34.5659932905453,-58.5448069225448
Buenos Aires,General San Martín,Villa Yapeyú,3654,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5716953020123,-58.5491073994839
Buenos Aires,General Viamonte,Baigorrita,1848,SI,NO,NO,NO,NO,SI,SI,NO,SI,6385010,-34.7472686783062,-60.9889526585307
Buenos Aires,General Viamonte,La Delfina,26,NO,NO,NO,NO,NO,NO,NO,NO,NO,6385020,-34.9420471191406,-61.1595687866211
Buenos Aires,Moreno,La Reja,39685,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010,-34.6452391234366,-58.8380252692761
Buenos Aires,Moreno,Moreno,177572,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010,-34.637632238148,-58.7921362740593
Buenos Aires,Moreno,Paso Del Rey,49553,NO,SI,NO,SI,SI,SI,SI,SI,SI,6560010,-34.6353876829627,-58.7503180890016
Buenos Aires,Moreno,Trujui,112511,SI,SI,SI,SI,NO,SI,SI,SI,SI,6560010,-34.5941439978594,-58.7557346559769
Buenos Aires,Morón,Castelar,107962,SI,SI,NO,SI,NO,SI,SI,SI,SI,6568010,-34.6644131034283,-58.6456427123911
Buenos Aires,Morón,El Palomar,59312,SI,SI,SI,SI,SI,SI,SI,SI,SI,6568010,-34.617707172718,-58.601533043415
Buenos Aires,Tornquist,Tornquist,6473,SI,SI,NO,SI,SI,NO,SI,SI,SI,6819040,-38.0989983131157,-62.2218091270044
Buenos Aires,Tornquist,Tres Picos,82,NO,NO,NO,NO,NO,NO,NO,NO,SI,6819050,-38.2867749310339,-62.2073117423093
Buenos Aires,Tornquist,Villa Serrana La Gruta,52,NO,SI,NO,NO,NO,NO,NO,NO,NO,6819060,-38.0568266332177,-62.0782618310425
