id,region,sexo,edad,p72,p72_1,p72_1otr,p72_2,p73,p74,p74_1,p74_2,p74_3,p74_4,p74_4_bis,p75_1,p75_2,p75_3,p75_4,p76horas,p76minutos,horas_internet,minutos_internet,p77_1,p77_2,p77_3,p77_4,p77_5,p77_6,p77_7,p77_8,p77_9,p77_10,p78_1,p78_2,p78_3,p78_4,p78_5,p78_1_1,p78_1_2,p78_1_3,p78_1_4,p78_1_5,p78_2b,p78_3b_1,p78_3b,p79_1,p79_2,p79_3,p79_4,p79_5,p79_6,p79_7,p80horas,p80minutos,horas_redes,minutos_redes,p81,p81_1a,p81_1b,p81_1c,p81_1d,p81_1e,p81_1f,p81_1g,p81_1h,p81_1i,p81_1j,p81_1k,p81_1l,p82,p83,p84,p85,p85_1,p85_2,p85_3,p85_3_bis,p86,p87,p88,p89horas,p89minutos,horas_videojuegos,minutos_videojuegos,p90_1,p90_2,p90_3,p90_4,p91,p91_bis,minutos_radio_1,minutos_radio_total,horas_radio_total,minutos_musica_1,minutos_musica_total,horas_musica_total,minutos_diario_1,minutos_diario_total,horas_diario_total,minutos_tv_1,minutos_tv_total,horas_tv_total,minutos_internet_1,minutos_internet_total,horas_internet_total,minutos_redes_1,minutos_redes_total,horas_redes_total,minutos_videojuegos_1,minutos_videojuegos_total,horas_videojuegos_total
1236,CUYO,Mujer,24,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,400,400,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,SI,WHATSAPP, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,150,150,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,0,30,0.5,0,30,0.5,120,120,2,120,120,2,0,0,0,0,0,0
1237,CUYO,Mujer,30,SI,, ,NA,NA,NO,SI,575,NA,,0,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,3,0,3,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,TUTORIALES EN VIDEO DONDE ENSEÑA A OTROS A HACER ALGO,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,360,360,6,0,0,0,180,180,3,120,120,2,180,180,3,0,0,0
1238,CUYO,Mujer,54,NO,PORQUE NO LE INTERESA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,NO,NA,100,100,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,300,300,5,300,300,5,0,0,0,120,120,2,0,0,0,0,0,0,0,0,0
1239,CUYO,Mujer,70,NO,PORQUE NO LE INTERESA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,180,180,3,60,60,1,0,0,0,120,120,2,0,0,0,0,0,0,0,0,0
1240,CUYO,Varón,17,SI,, ,NA,NA,NO,SI,480,NA,,0,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,3,NO USA,3,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,NUNCA,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NA,NA,NO,NA, ,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,4,SI,SI,200,200,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,0,0,120,120,2,60,60,1,0,0,0,120,120,2,180,180,3,180,180,3,60,60,1
1241,CUYO,Varón,15,SI,, ,NA,NA,NO,NO,,NA,,0,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,5,NO USA,5,NO USA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,4,0,4,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,200,200,0,SI,TODOS O CASI TODOS LOS DIAS,3,0,3,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,0,0,60,60,1,180,180,3,0,0,0,240,240,4,300,300,5,240,240,4,180,180,3
1242,CUYO,Varón,21,SI,, ,NA,NA,NO,NO,,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,NO USA,8,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,5,0,5,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,NO,1,SI,SI,270,270,0,SI,ALGUNOS DIAS POR SEMANA,0,20,0,20,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,0,0,120,120,2,360,360,6,0,10,0.166666667,60,60,1,480,480,8,300,300,5,0,20,0.333333333
1243,CUYO,Varón,36,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",600,600,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,2,NO,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,180,180,3,60,90,1.5,60,90,1.5,0,30,0.5,0,30,0.5,0,0,0
1244,CUYO,Varón,45,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,1000,1000,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,6,NO USA,6,NO USA,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,180,180,3,0,0,0,180,180,3,360,360,6,60,60,1,0,0,0
1245,CUYO,Varón,69,NO,PORQUE NO LE INTERESA, ,SI,SI,SI,NA,,INCLUYE TELÉFONO,1200,1200,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,200,200,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,180,180,3,180,180,3,120,120,2,60,60,1,0,30,0.5,0,0,0,0,0,0
1246,CUYO,Mujer,17,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,800,800,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,30,1,30,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,SI,SI,SI,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,500,500,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,0,30,0.5,0,15,0.25,0,0,0,60,90,1.5,60,60,1,0,0,0
1247,CUYO,Mujer,20,SI,, ,NA,NA,NO,SI,900,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,8,NO USA,8,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,8,0,8,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,SI,320,320,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,120,120,2,0,0,0,120,120,2,480,480,8,480,480,8,0,0,0
1248,CUYO,Mujer,39,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",600,600,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,5,NO USA,5,NO USA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,NO,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,480,480,8,480,480,8,60,60,1,0,0,0,300,300,5,120,120,2,0,0,0
1249,CUYO,Mujer,45,SI,, ,NA,NA,NO,SI,800,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,NO USA,8,NO USA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,8,0,8,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,250,250,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,120,120,2,0,30,0.5,60,60,1,480,480,8,480,480,8,0,0,0
1250,CUYO,Mujer,73,SI,, ,NA,NA,NO,SI,500,NA,,0,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,SI,NO,NO,NO,NA,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,0,0,0,60,60,1,360,360,6,0,30,0.5,0,30,0.5,0,0,0
1251,CUYO,Varón,17,SI,, ,NA,NA,NO,SI,NS/NC,NA,,0,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,30,0,30,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,NO,NS/NC,NS/NC,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,0,0,240,240,4,120,120,2,0,0,0,180,180,3,60,60,1,0,30,0.5,60,60,1
1252,CUYO,Varón,27,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",160,160,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,100,100,0,SI,TODOS O CASI TODOS LOS DIAS,1,0,1,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,0,0,0,30,0.5,60,90,1.5,0,20,0.333333333,660,660,11,0,30,0.5,0,0,0,60,60,1
1253,CUYO,Varón,30,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,500,500,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,40,40,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,60,60,1,0,30,0.5,240,240,4,60,60,1,60,60,1,0,0,0
1254,CUYO,Varón,49,NO,PORQUE NO LE INTERESA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,180,180,3,180,180,3,0,30,0.5,120,120,2,0,0,0,0,0,0,0,0,0
1255,CUYO,Varón,67,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,ALGUNOS DIAS POR SEMANA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,180,180,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,120,120,2,120,120,2,180,180,3,120,120,2,60,60,1,0,0,0
1256,CUYO,Mujer,14,SI,, ,NA,NA,NO,SI,400,NA,,0,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,2,NO USA,2,NO USA,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,SI,SI,SI,NO,NO,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,NS/NC,NS/NC,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,0,0,60,60,1,60,60,1,0,20,0.333333333,60,60,1,120,120,2,60,60,1,60,60,1
1257,CUYO,Mujer,28,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,600,600,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,SI,SI,NO,SI,NO,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NA,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,0,30,0,30,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,480,480,8,0,20,0.333333333,120,120,2,0,30,0.5,0,30,0.5,0,0,0
1258,CUYO,Mujer,35,SI,, ,NA,NA,SI,NA,,NS/NC,0,0,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,100,100,0,SI,ALGUNOS DIAS POR SEMANA,0,30,0,30,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NS/NC,NS/NC,0,0,0,60,60,1,60,60,1,240,240,4,60,60,1,0,30,0.5,0,30,0.5
1259,CUYO,Mujer,47,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,480,480,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,SI,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,360,360,6,60,90,1.5,180,180,3,120,120,2,0,0,0,0,0,0
1260,CUYO,Mujer,63,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,100,100,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,120,120,2,60,60,1,240,240,4,120,120,2,0,30,0.5,0,0,0
1261,CUYO,Varón,18,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",NS/NC,NS/NC,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,1,0,1,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,MÚSICA,VIDEO,,,,,,,,,1,NINGUNA,NO,1,SI,NO,NS/NC,NS/NC,0,SI,ALGUNAS VECES AL MES,2,0,2,0,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,0,0,60,90,1.5,120,150,2.5,0,0,0,120,120,2,120,120,2,60,60,1,120,120,2
